Strain,Project,Site,Species,Host family (plant) or order or class (lichen),Plant or Lichen host,Site-Host
LG0353,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0354,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0355,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0356,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0357,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0358,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0359,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0362,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0363,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0364,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0365,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0366,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0367,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0368,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0369,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0384,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0385,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0386,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0387,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0388,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0389A,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0389B,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0391,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0392A,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0393A,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0393B,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0394,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0395,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0396B,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0397,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0398,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0399,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0401,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0402,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0403,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0404,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0405,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0406,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0407,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0408A,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0408B,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0409,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0410,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0411,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0412,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0413,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0414,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0415,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0416,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0418,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0421,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0425,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0426,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0427,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0428,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0429,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0430,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0431,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0432,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0433,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0434,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0435,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0436,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0437,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0438,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0439,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0440,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0441,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0442,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0443,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0447,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0450,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0451,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0460,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0462,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0463,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0464,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0465,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0473,Arizona,"Tucson, First/River/CAC",Prosopis glandulosa,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0500,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0507,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0521,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0522,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0575,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0604,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0605,Arizona,"Tucson, First/River/CAC",Prosopis glandulosa,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0606,Arizona,"Tucson, First/River/CAC",Prosopis glandulosa,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0609,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0610,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0612,Arizona,"Tucson, First/River/CAC",Prosopis glandulosa,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0613,Arizona,"Tucson, First/River/CAC",Prosopis glandulosa,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0614,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0623,Arizona,"Tucson, First/River/CAC",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0624,Arizona,"Tucson, First/River/CAC",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0631,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0634,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0635,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0637,Arizona,Casa Grande,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm
LG0638,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0641,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0642,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0648,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0650,Arizona,Casa Grande,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm
LG0652,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0653,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0655,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0658,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0659,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0660,Arizona,Casa Grande,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm
LG0661,Arizona,Casa Grande,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm
LG0683,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0684,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0692,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0701,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0702,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0703,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0705,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0722,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0724,Arizona,"Tucson, First/River/CAC",Prosopis glandulosa,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0726,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0727,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0735,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0748,Arizona,"Phoenix, west",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0749,Arizona,"Phoenix, west",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0753,Arizona,"Phoenix, west",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0755,Arizona,"Phoenix, west",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0760,Arizona,"Phoenix, west",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0762,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0763,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0765,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0771,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0774,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0799,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0800,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0801,Arizona,"Phoenix, west",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0804,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0805,Arizona,"Phoenix, west",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0806,Arizona,Casa Grande,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm
LG0826,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0872,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0873,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0874,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0876,Arizona,Phoenix,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Phoenix_Plant-angiosperm
LG0886,Arizona,"Tucson, First/River/CAC",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0896,Arizona,Phoenix,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Phoenix_Plant-angiosperm
LG0900,Arizona,Phoenix,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Phoenix_Plant-angiosperm
LG0912,Arizona,Rock Springs,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Rock Springs_Plant-angiosperm
LG0940,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0941B,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0947,Arizona,"Phoenix, west",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0948,Arizona,"Phoenix, west",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Phoenix, west_Plant-angiosperm"
LG0962,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0967,Arizona,"Tucson, First/River/CAC",Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm"
LG0969,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0970,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0971,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0972,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0973,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0974,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0976,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0977,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0978,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0979,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0993,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG0994,Arizona,Tucson Mountains,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm
LG1004,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1020,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1021,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1022,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1033,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1034,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1036,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1037,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1038,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1039,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1040,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1041,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1042,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1043,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
LG1044,Arizona,Picacho Peak,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm
